cbsa_code,cbsa_title,total_units,mf_units,total_units_reported,mf_units_reported,year
45220,"Tallahassee, FL",3727,1337,3715,1337,2004
45220,"Tallahassee, FL",4283,1092,4123,1092,2005
45220,"Tallahassee, FL",3018,514,3018,514,2006
45220,"Tallahassee, FL",2899,731,2899,731,2007
45220,"Tallahassee, FL",1171,225,1154,225,2008
45220,"Tallahassee, FL",895,284,895,284,2009
45220,"Tallahassee, FL",625,24,574,24,2010
45220,"Tallahassee, FL",1039,348,985,348,2011
45220,"Tallahassee, FL",1234,747,1197,747,2012
45220,"Tallahassee, FL",1280,640,1257,640,2013
45220,"Tallahassee, FL",1260,625,1258,625,2014
45220,"Tallahassee, FL",896,152,896,152,2015
45220,"Tallahassee, FL",1613,791,1430,791,2016
45220,"Tallahassee, FL",3053,1146,3052,1146,2017
45220,"Tallahassee, FL",3201,1114,497,0,2018
45220,"Tallahassee, FL",2345,1261,392,0,2019
45220,"Tallahassee, FL",2445,1088,489,0,2020
45220,"Tallahassee, FL",2905,1293,608,0,2021
45220,"Tallahassee, FL",3059,1645,701,80,2022
45220,"Tallahassee, FL",2690,1237,696,0,2023
45220,"Tallahassee, FL",2406,1011,599,36,2024
45220,"Tallahassee, FL",2742,1458,2734,1458,2025
45300,"Tampa-St. Petersburg-Clearwater, FL",13105,4830,12960,4830,1990
45300,"Tampa-St. Petersburg-Clearwater, FL",11137,2980,11137,2980,1991
45300,"Tampa-St. Petersburg-Clearwater, FL",11012,1008,10982,991,1992
45300,"Tampa-St. Petersburg-Clearwater, FL",12463,1744,12292,1692,1993
45300,"Tampa-St. Petersburg-Clearwater, FL",14743,3367,14495,3280,1994
45300,"Tampa-St. Petersburg-Clearwater, FL",13619,3853,13503,3759,1995
45300,"Tampa-St. Petersburg-Clearwater, FL",14680,4253,14666,4248,1996
45300,"Tampa-St. Petersburg-Clearwater, FL",16986,5713,16953,5700,1997
45300,"Tampa-St. Petersburg-Clearwater, FL",18859,6756,18829,6727,1998
45300,"Tampa-St. Petersburg-Clearwater, FL",22980,9056,22890,8990,1999
45300,"Tampa-St. Petersburg-Clearwater, FL",19244,5282,19128,5217,2000
45300,"Tampa-St. Petersburg-Clearwater, FL",21814,5008,21739,4945,2001
45300,"Tampa-St. Petersburg-Clearwater, FL",23542,5011,23463,4944,2002
45300,"Tampa-St. Petersburg-Clearwater, FL",29281,8057,29281,8057,2003
45300,"Tampa-St. Petersburg-Clearwater, FL",29557,5425,29251,5309,2004
45300,"Tampa-St. Petersburg-Clearwater, FL",34174,5590,34157,5590,2005
45300,"Tampa-St. Petersburg-Clearwater, FL",22640,3726,22635,3726,2006
45300,"Tampa-St. Petersburg-Clearwater, FL",12249,3713,12153,3706,2007
45300,"Tampa-St. Petersburg-Clearwater, FL",9613,4276,9611,4276,2008
45300,"Tampa-St. Petersburg-Clearwater, FL",6962,2956,6961,2956,2009
45300,"Tampa-St. Petersburg-Clearwater, FL",6501,1967,6499,1967,2010
45300,"Tampa-St. Petersburg-Clearwater, FL",6342,1690,6341,1690,2011
45300,"Tampa-St. Petersburg-Clearwater, FL",10161,4132,10154,4132,2012
45300,"Tampa-St. Petersburg-Clearwater, FL",12152,4593,12099,4565,2013
45300,"Tampa-St. Petersburg-Clearwater, FL",12386,4855,12316,4824,2014
45300,"Tampa-St. Petersburg-Clearwater, FL",15653,5717,15464,5572,2015
45300,"Tampa-St. Petersburg-Clearwater, FL",17752,6906,17675,6851,2016
45300,"Tampa-St. Petersburg-Clearwater, FL",18268,5455,18198,5420,2017
45300,"Tampa-St. Petersburg-Clearwater, FL",17452,3086,17374,3041,2018
45300,"Tampa-St. Petersburg-Clearwater, FL",23540,8601,23445,8546,2019
45300,"Tampa-St. Petersburg-Clearwater, FL",20348,4142,20196,4092,2020
45300,"Tampa-St. Petersburg-Clearwater, FL",24831,5434,24616,5329,2021
45300,"Tampa-St. Petersburg-Clearwater, FL",29968,13292,29737,13155,2022
45300,"Tampa-St. Petersburg-Clearwater, FL",25386,9971,19407,9837,2023
45300,"Tampa-St. Petersburg-Clearwater, FL",20950,7545,20617,7370,2024
45300,"Tampa-St. Petersburg-Clearwater, FL",22747,8771,22643,8694,2025
45460,"Terre Haute, IN",455,172,455,172,1990
45460,"Terre Haute, IN",282,32,272,32,1991
45460,"Terre Haute, IN",461,26,460,26,1992
45460,"Terre Haute, IN",686,112,605,112,1993
45460,"Terre Haute, IN",481,17,395,17,1994
45460,"Terre Haute, IN",403,12,317,12,1995
45460,"Terre Haute, IN",555,92,546,92,1996
45460,"Terre Haute, IN",456,26,413,26,1997
45460,"Terre Haute, IN",547,0,534,0,1998
45460,"Terre Haute, IN",540,74,531,74,1999
45460,"Terre Haute, IN",436,12,416,12,2000
45460,"Terre Haute, IN",530,96,490,96,2001
45460,"Terre Haute, IN",399,0,342,0,2002
45460,"Terre Haute, IN",359,50,359,50,2003
45460,"Terre Haute, IN",589,235,534,220,2004
45460,"Terre Haute, IN",503,156,275,0,2005
45460,"Terre Haute, IN",467,159,277,36,2006
45460,"Terre Haute, IN",493,154,491,154,2007
45460,"Terre Haute, IN",205,60,203,60,2008
45460,"Terre Haute, IN",130,0,129,0,2009
45460,"Terre Haute, IN",189,18,187,18,2010
45460,"Terre Haute, IN",423,289,370,274,2011
45460,"Terre Haute, IN",240,115,199,78,2012
45460,"Terre Haute, IN",269,132,248,132,2013
45460,"Terre Haute, IN",338,235,323,235,2014
45460,"Terre Haute, IN",215,42,214,42,2015
45460,"Terre Haute, IN",414,314,414,314,2016
45460,"Terre Haute, IN",275,203,275,203,2017
45460,"Terre Haute, IN",130,27,108,27,2018
45460,"Terre Haute, IN",63,0,63,0,2019
45460,"Terre Haute, IN",99,0,67,0,2020
45460,"Terre Haute, IN",84,0,77,0,2021
45460,"Terre Haute, IN",170,54,164,54,2022
45460,"Terre Haute, IN",106,0,98,0,2023
45460,"Terre Haute, IN",193,0,192,0,2024
45460,"Terre Haute, IN",295,184,294,184,2025
45500,"Texarkana, TX-AR",202,24,202,24,1990
45500,"Texarkana, TX-AR",177,0,177,0,1991
45500,"Texarkana, TX-AR",245,0,245,0,1992
45500,"Texarkana, TX-AR",254,0,254,0,1993
45500,"Texarkana, TX-AR",266,0,266,0,1994
45500,"Texarkana, TX-AR",230,0,230,0,1995
45500,"Texarkana, TX-AR",661,400,657,400,1996
45500,"Texarkana, TX-AR",189,0,185,0,1997
45500,"Texarkana, TX-AR",170,0,170,0,1998
45500,"Texarkana, TX-AR",372,144,372,144,1999
45500,"Texarkana, TX-AR",421,0,421,0,2000
45500,"Texarkana, TX-AR",251,0,251,0,2001
45500,"Texarkana, TX-AR",414,144,414,144,2002
45500,"Texarkana, TX-AR",664,272,664,272,2003
45500,"Texarkana, TX-AR",334,8,331,8,2004
45500,"Texarkana, TX-AR",264,0,256,0,2005
45500,"Texarkana, TX-AR",237,0,236,0,2006
45500,"Texarkana, TX-AR",444,177,442,177,2007
45500,"Texarkana, TX-AR",159,0,158,0,2008
45500,"Texarkana, TX-AR",303,48,300,48,2009
45500,"Texarkana, TX-AR",240,116,240,116,2010
45500,"Texarkana, TX-AR",370,256,370,256,2011
45500,"Texarkana, TX-AR",222,64,222,64,2012
45500,"Texarkana, TX-AR",129,16,129,16,2013
45500,"Texarkana, TX-AR",133,0,133,0,2014
45500,"Texarkana, TX-AR",333,256,324,256,2015
45500,"Texarkana, TX-AR",129,0,91,0,2016
45500,"Texarkana, TX-AR",185,100,185,100,2017
45500,"Texarkana, TX-AR",191,100,128,100,2018
45500,"Texarkana, TX-AR",82,0,33,0,2019
45500,"Texarkana, TX-AR",96,0,49,0,2020
45500,"Texarkana, TX-AR",259,0,205,0,2021
45500,"Texarkana, TX-AR",161,5,111,5,2022
45500,"Texarkana, TX-AR",247,30,246,30,2023
45500,"Texarkana, TX-AR",156,5,100,0,2024
45500,"Texarkana, TX-AR",294,104,283,104,2025
45780,"Toledo, OH",1512,502,1502,492,1990
45780,"Toledo, OH",1264,301,1248,296,1991
45780,"Toledo, OH",1520,237,1520,237,1992
45780,"Toledo, OH",1814,411,1798,411,1993
45780,"Toledo, OH",1982,334,1982,334,1994
45780,"Toledo, OH",2192,541,2191,541,1995
45780,"Toledo, OH",2024,117,2021,117,1996
45780,"Toledo, OH",1963,302,1949,302,1997
45780,"Toledo, OH",2346,636,2338,636,1998
45780,"Toledo, OH",2297,359,2297,359,1999
45780,"Toledo, OH",2144,472,2141,472,2000
45780,"Toledo, OH",2716,621,2699,621,2001
45780,"Toledo, OH",2393,358,2372,358,2002
45780,"Toledo, OH",2946,572,2946,572,2003
45780,"Toledo, OH",3874,1193,3874,1193,2004
45780,"Toledo, OH",2830,557,2825,557,2005
45780,"Toledo, OH",1680,237,1669,230,2006
45780,"Toledo, OH",1694,601,1683,596,2007
45780,"Toledo, OH",1024,361,1024,361,2008
45780,"Toledo, OH",545,151,545,151,2009
45780,"Toledo, OH",639,206,639,206,2010
45780,"Toledo, OH",524,134,513,134,2011
45780,"Toledo, OH",702,223,695,223,2012
45780,"Toledo, OH",757,106,755,106,2013
45780,"Toledo, OH",1075,467,1069,467,2014
45780,"Toledo, OH",715,22,713,22,2015
45780,"Toledo, OH",827,60,805,55,2016
45780,"Toledo, OH",971,159,945,154,2017
45780,"Toledo, OH",1096,220,1068,215,2018
45780,"Toledo, OH",1278,447,1254,442,2019
45780,"Toledo, OH",1418,613,1414,613,2020
45780,"Toledo, OH",1038,260,1032,260,2021
45780,"Toledo, OH",893,366,875,366,2022
45780,"Toledo, OH",1190,406,1189,406,2023
45780,"Toledo, OH",928,170,911,170,2024
45780,"Toledo, OH",493,60,493,60,2025
45820,"Topeka, KS",690,42,690,42,1990
45820,"Topeka, KS",772,81,732,81,1991
45820,"Topeka, KS",1002,148,998,148,1992
45820,"Topeka, KS",1175,253,1131,253,1993
45820,"Topeka, KS",1135,132,1106,132,1994
45820,"Topeka, KS",1045,122,1036,122,1995
45820,"Topeka, KS",1146,162,1108,162,1996
45820,"Topeka, KS",1031,65,981,65,1997
45820,"Topeka, KS",1040,79,966,79,1998
45820,"Topeka, KS",1140,171,1103,171,1999
45820,"Topeka, KS",877,6,842,6,2000
45820,"Topeka, KS",987,60,958,60,2001
45820,"Topeka, KS",1371,332,1287,332,2002
45820,"Topeka, KS",1378,33,1378,33,2003
45820,"Topeka, KS",1167,5,1151,5,2004
45820,"Topeka, KS",1191,21,1125,21,2005
45820,"Topeka, KS",920,59,913,59,2006
45820,"Topeka, KS",1042,321,1013,321,2007
45820,"Topeka, KS",565,84,560,84,2008
45820,"Topeka, KS",489,114,466,114,2009
45820,"Topeka, KS",381,0,363,0,2010
45820,"Topeka, KS",264,0,241,0,2011
45820,"Topeka, KS",312,16,310,16,2012
45820,"Topeka, KS",282,0,281,0,2013
45820,"Topeka, KS",315,24,306,24,2014
45820,"Topeka, KS",388,0,384,0,2015
45820,"Topeka, KS",388,0,360,0,2016
45820,"Topeka, KS",335,0,326,0,2017
45820,"Topeka, KS",356,0,353,0,2018
45820,"Topeka, KS",322,0,316,0,2019
45820,"Topeka, KS",544,152,504,152,2020
45820,"Topeka, KS",717,289,714,289,2021
45820,"Topeka, KS",429,0,421,0,2022
45820,"Topeka, KS",353,0,349,0,2023
45820,"Topeka, KS",382,25,367,25,2024
45820,"Topeka, KS",635,250,631,250,2025
45900,"Traverse City, MI",1081,156,1043,151,1990
45900,"Traverse City, MI",913,79,848,74,1991
45900,"Traverse City, MI",1019,13,1003,13,1992
45900,"Traverse City, MI",1090,58,1068,58,1993
45900,"Traverse City, MI",1097,43,1097,43,1994
45900,"Traverse City, MI",1287,157,1287,157,1995
45900,"Traverse City, MI",1428,274,1428,274,1996
45900,"Traverse City, MI",1161,23,1161,23,1997
45900,"Traverse City, MI",1524,185,1494,185,1998
45900,"Traverse City, MI",1819,231,1819,231,1999
45900,"Traverse City, MI",1690,406,1690,406,2000
45900,"Traverse City, MI",1311,75,1311,75,2001
45900,"Traverse City, MI",1245,66,1245,66,2002
45900,"Traverse City, MI",1484,8,1484,8,2003
45900,"Traverse City, MI",1577,234,1577,234,2004
45900,"Traverse City, MI",1705,406,1705,406,2005
45900,"Traverse City, MI",1181,163,1181,163,2006
45900,"Traverse City, MI",707,24,707,24,2007
45900,"Traverse City, MI",445,6,433,6,2008
45900,"Traverse City, MI",390,66,388,66,2009
45900,"Traverse City, MI",350,8,344,8,2010
45900,"Traverse City, MI",357,0,354,0,2011
45900,"Traverse City, MI",412,8,396,8,2012
45900,"Traverse City, MI",653,22,638,22,2013
45900,"Traverse City, MI",559,24,550,24,2014
45900,"Traverse City, MI",673,52,671,52,2015
45900,"Traverse City, MI",859,144,857,144,2016
45900,"Traverse City, MI",839,115,545,100,2017
45900,"Traverse City, MI",951,276,934,276,2018
45900,"Traverse City, MI",805,192,805,192,2019
45900,"Traverse City, MI",712,124,687,124,2020
45900,"Traverse City, MI",887,144,887,144,2021
45900,"Traverse City, MI",1073,287,1034,287,2022
45900,"Traverse City, MI",993,307,957,307,2023
45900,"Traverse City, MI",1232,501,1194,501,2024
45900,"Traverse City, MI",808,6,770,6,2025
45940,"Trenton-Princeton, NJ",1004,480,1004,480,1990
45940,"Trenton-Princeton, NJ",431,11,431,11,1991
45940,"Trenton-Princeton, NJ",648,42,648,42,1992
45940,"Trenton-Princeton, NJ",1370,486,1347,486,1993
45940,"Trenton-Princeton, NJ",1304,248,1044,5,1994
45940,"Trenton-Princeton, NJ",858,45,760,0,1995
45940,"Trenton-Princeton, NJ",802,10,694,0,1996
45940,"Trenton-Princeton, NJ",1063,21,1049,21,1997
45940,"Trenton-Princeton, NJ",1393,193,1350,193,1998
45940,"Trenton-Princeton, NJ",1159,58,1154,58,1999
45940,"Trenton-Princeton, NJ",1283,69,1280,69,2000
45940,"Trenton-Princeton, NJ",1355,125,1324,125,2001
45940,"Trenton-Princeton, NJ",1428,250,1371,250,2002
45940,"Trenton-Princeton, NJ",1188,410,1188,410,2003
45940,"Trenton-Princeton, NJ",1641,685,1597,685,2004
45940,"Trenton-Princeton, NJ",1296,68,1265,68,2005
45940,"Trenton-Princeton, NJ",847,205,816,205,2006
45940,"Trenton-Princeton, NJ",700,220,686,220,2007
45940,"Trenton-Princeton, NJ",625,292,608,292,2008
45940,"Trenton-Princeton, NJ",269,83,253,83,2009
45940,"Trenton-Princeton, NJ",655,448,638,448,2010
45940,"Trenton-Princeton, NJ",400,247,345,207,2011
45940,"Trenton-Princeton, NJ",444,319,417,299,2012
45940,"Trenton-Princeton, NJ",988,733,840,615,2013
45940,"Trenton-Princeton, NJ",368,121,322,103,2014
45940,"Trenton-Princeton, NJ",896,597,764,511,2015
45940,"Trenton-Princeton, NJ",711,451,653,436,2016
45940,"Trenton-Princeton, NJ",605,277,580,262,2017
45940,"Trenton-Princeton, NJ",501,273,424,235,2018
45940,"Trenton-Princeton, NJ",538,302,538,302,2019
45940,"Trenton-Princeton, NJ",832,587,739,518,2020
45940,"Trenton-Princeton, NJ",544,264,544,264,2021
45940,"Trenton-Princeton, NJ",643,471,573,402,2022
45940,"Trenton-Princeton, NJ",969,559,801,450,2023
45940,"Trenton-Princeton, NJ",2026,1183,1883,1098,2024
45940,"Trenton-Princeton, NJ",1164,340,1070,319,2025
46060,"Tucson, AZ",2678,442,2678,442,1990
46060,"Tucson, AZ",2661,5,2661,5,1991
46060,"Tucson, AZ",4215,44,4215,44,1992
46060,"Tucson, AZ",6200,762,5452,762,1993
46060,"Tucson, AZ",8480,1804,7645,1804,1994
46060,"Tucson, AZ",7275,2251,6545,2251,1995
46060,"Tucson, AZ",5697,531,4840,531,1996
46060,"Tucson, AZ",6802,1104,5871,1104,1997
46060,"Tucson, AZ",7540,902,7534,902,1998
46060,"Tucson, AZ",8734,1186,8734,1186,1999
46060,"Tucson, AZ",7779,626,7768,626,2000
46060,"Tucson, AZ",7472,1009,7461,1009,2001
46060,"Tucson, AZ",7147,854,7139,854,2002
46060,"Tucson, AZ",7910,117,7910,117,2003
46060,"Tucson, AZ",10521,720,10519,720,2004
46060,"Tucson, AZ",11644,157,11628,157,2005
46060,"Tucson, AZ",8522,178,8459,178,2006
46060,"Tucson, AZ",5237,397,4801,392,2007
46060,"Tucson, AZ",3221,423,3216,423,2008
46060,"Tucson, AZ",2129,167,2004,152,2009
46060,"Tucson, AZ",1938,206,1923,206,2010
46060,"Tucson, AZ",2242,828,2238,828,2011
46060,"Tucson, AZ",2841,628,1722,0,2012
46060,"Tucson, AZ",3491,830,2101,0,2013
46060,"Tucson, AZ",3250,922,1721,0,2014
46060,"Tucson, AZ",2428,184,2333,184,2015
46060,"Tucson, AZ",2466,40,2290,40,2016
46060,"Tucson, AZ",4495,1561,4472,1561,2017
46060,"Tucson, AZ",4404,1122,4404,1122,2018
46060,"Tucson, AZ",4313,771,4313,771,2019
46060,"Tucson, AZ",4958,670,3369,25,2020
46060,"Tucson, AZ",6284,1118,4191,209,2021
46060,"Tucson, AZ",5714,1905,3834,993,2022
46060,"Tucson, AZ",5255,1419,3553,636,2023
46060,"Tucson, AZ",5250,996,3745,456,2024
46060,"Tucson, AZ",4658,1018,3151,350,2025
46140,"Tulsa, OK",2055,300,2046,300,1990
46140,"Tulsa, OK",2219,96,2167,96,1991
46140,"Tulsa, OK",2822,5,2822,5,1992
46140,"Tulsa, OK",3113,0,3062,0,1993
46140,"Tulsa, OK",3119,388,3092,388,1994
46140,"Tulsa, OK",3630,1016,3568,1016,1995
46140,"Tulsa, OK",3636,605,3613,605,1996
46140,"Tulsa, OK",3277,261,3222,261,1997
46140,"Tulsa, OK",5427,1990,5022,1751,1998
46140,"Tulsa, OK",5382,1534,5137,1451,1999
46140,"Tulsa, OK",3775,234,3769,234,2000
46140,"Tulsa, OK",4196,362,4177,362,2001
46140,"Tulsa, OK",4648,561,3988,446,2002
46140,"Tulsa, OK",4354,298,4354,298,2003
46140,"Tulsa, OK",4655,102,4158,102,2004
46140,"Tulsa, OK",5644,518,5632,518,2005
46140,"Tulsa, OK",5181,205,5165,205,2006
46140,"Tulsa, OK",5160,676,5154,676,2007
46140,"Tulsa, OK",3988,1032,3943,1032,2008
46140,"Tulsa, OK",3340,600,3332,600,2009
46140,"Tulsa, OK",2616,323,2608,323,2010
46140,"Tulsa, OK",3565,1474,3563,1474,2011
46140,"Tulsa, OK",3436,732,3422,732,2012
46140,"Tulsa, OK",3725,616,3714,616,2013
46140,"Tulsa, OK",4533,1339,4522,1339,2014
46140,"Tulsa, OK",3774,735,3763,735,2015
46140,"Tulsa, OK",3752,594,3653,594,2016
46140,"Tulsa, OK",3644,436,3634,436,2017
46140,"Tulsa, OK",3412,513,3383,513,2018
46140,"Tulsa, OK",4306,879,4306,879,2019
46140,"Tulsa, OK",4924,803,4752,707,2020
46140,"Tulsa, OK",4920,446,4719,333,2021
46140,"Tulsa, OK",5123,1214,4909,1077,2022
46140,"Tulsa, OK",5009,1477,4678,1380,2023
46140,"Tulsa, OK",4311,601,4152,525,2024
46140,"Tulsa, OK",5154,1292,4984,1187,2025
46220,"Tuscaloosa, AL",919,381,915,381,1990
46220,"Tuscaloosa, AL",860,368,860,368,1991
46220,"Tuscaloosa, AL",886,292,886,292,1992
46220,"Tuscaloosa, AL",793,115,767,92,1993
46220,"Tuscaloosa, AL",906,306,860,264,1994
46220,"Tuscaloosa, AL",1466,743,1464,743,1995
46220,"Tuscaloosa, AL",1068,374,1066,374,1996
46220,"Tuscaloosa, AL",935,366,925,366,1997
46220,"Tuscaloosa, AL",708,140,695,140,1998
46220,"Tuscaloosa, AL",779,55,768,55,1999
46220,"Tuscaloosa, AL",762,121,741,121,2000
46220,"Tuscaloosa, AL",1162,416,1118,416,2001
46220,"Tuscaloosa, AL",1397,666,1360,666,2002
46220,"Tuscaloosa, AL",1201,270,1201,270,2003
46220,"Tuscaloosa, AL",1276,85,1223,85,2004
46220,"Tuscaloosa, AL",1735,417,1620,412,2005
46220,"Tuscaloosa, AL",2625,1435,2474,1381,2006
46220,"Tuscaloosa, AL",1997,1020,716,77,2007
46220,"Tuscaloosa, AL",1258,721,481,140,2008
46220,"Tuscaloosa, AL",694,319,423,160,2009
46220,"Tuscaloosa, AL",627,247,619,247,2010
46220,"Tuscaloosa, AL",747,397,161,56,2011
46220,"Tuscaloosa, AL",921,389,389,56,2012
46220,"Tuscaloosa, AL",1029,426,1023,426,2013
46220,"Tuscaloosa, AL",1390,843,1382,843,2014
46220,"Tuscaloosa, AL",751,196,708,196,2015
46220,"Tuscaloosa, AL",1470,858,1431,858,2016
46220,"Tuscaloosa, AL",1175,507,439,54,2017
46220,"Tuscaloosa, AL",1053,417,468,117,2018
46220,"Tuscaloosa, AL",1474,689,1440,689,2019
46220,"Tuscaloosa, AL",1269,459,369,10,2020
46220,"Tuscaloosa, AL",1496,604,1427,604,2021
46220,"Tuscaloosa, AL",1043,271,993,271,2022
46220,"Tuscaloosa, AL",695,61,480,0,2023
46220,"Tuscaloosa, AL",649,69,251,0,2024
46220,"Tuscaloosa, AL",616,64,204,0,2025
46300,"Twin Falls, ID",150,8,149,8,1990
46300,"Twin Falls, ID",226,32,219,32,1991
46300,"Twin Falls, ID",511,192,510,192,1992
46300,"Twin Falls, ID",446,93,418,72,1993
46300,"Twin Falls, ID",533,0,533,0,1994
46300,"Twin Falls, ID",483,32,476,32,1995
46300,"Twin Falls, ID",501,48,501,48,1996
46300,"Twin Falls, ID",486,96,474,96,1997
46300,"Twin Falls, ID",476,46,552,46,1998
46300,"Twin Falls, ID",410,0,408,0,1999
46300,"Twin Falls, ID",341,0,335,0,2000
46300,"Twin Falls, ID",456,32,445,32,2001
46300,"Twin Falls, ID",558,0,550,0,2002
46300,"Twin Falls, ID",855,168,855,168,2003
46300,"Twin Falls, ID",785,12,774,12,2004
46300,"Twin Falls, ID",1179,96,1176,96,2005
46300,"Twin Falls, ID",1100,48,1100,48,2006
46300,"Twin Falls, ID",669,7,667,7,2007
46300,"Twin Falls, ID",456,0,448,0,2008
46300,"Twin Falls, ID",329,0,329,0,2009
46300,"Twin Falls, ID",253,0,244,0,2010
46300,"Twin Falls, ID",206,0,191,0,2011
46300,"Twin Falls, ID",337,0,337,0,2012
46300,"Twin Falls, ID",413,0,386,0,2013
46300,"Twin Falls, ID",418,21,418,21,2014
46300,"Twin Falls, ID",478,24,436,24,2015
46300,"Twin Falls, ID",516,60,475,60,2016
46300,"Twin Falls, ID",521,0,477,0,2017
46300,"Twin Falls, ID",585,16,505,16,2018
46300,"Twin Falls, ID",835,6,791,6,2019
46300,"Twin Falls, ID",1053,84,1044,84,2020
46300,"Twin Falls, ID",1068,68,1060,68,2021
46300,"Twin Falls, ID",605,100,601,100,2022
46300,"Twin Falls, ID",455,9,455,9,2023
46300,"Twin Falls, ID",733,12,733,12,2024
46300,"Twin Falls, ID",670,6,670,6,2025
46340,"Tyler, TX",119,24,119,24,1990
46340,"Tyler, TX",133,0,113,0,1991
46340,"Tyler, TX",261,0,258,0,1992
46340,"Tyler, TX",312,0,277,0,1993
46340,"Tyler, TX",395,0,373,0,1994
46340,"Tyler, TX",314,0,244,0,1995
46340,"Tyler, TX",778,246,698,246,1996
46340,"Tyler, TX",553,123,473,123,1997
46340,"Tyler, TX",561,67,332,0,1998
46340,"Tyler, TX",530,81,122,0,1999
46340,"Tyler, TX",543,67,164,0,2000
46340,"Tyler, TX",537,65,143,0,2001
46340,"Tyler, TX",631,77,199,0,2002
46340,"Tyler, TX",657,77,657,77,2003
46340,"Tyler, TX",724,96,208,0,2004
46340,"Tyler, TX",745,92,178,0,2005
46340,"Tyler, TX",679,88,159,0,2006
46340,"Tyler, TX",462,77,88,0,2007
46340,"Tyler, TX",347,66,128,0,2008
46340,"Tyler, TX",209,40,21,0,2009
46340,"Tyler, TX",266,50,87,0,2010
46340,"Tyler, TX",262,68,60,0,2011
46340,"Tyler, TX",353,107,21,0,2012
46340,"Tyler, TX",373,0,290,0,2013
46340,"Tyler, TX",389,0,308,0,2014
46340,"Tyler, TX",470,0,457,0,2015
46340,"Tyler, TX",581,24,497,24,2016
46340,"Tyler, TX",678,142,585,142,2017
46340,"Tyler, TX",660,5,651,5,2018
46340,"Tyler, TX",657,5,593,5,2019
46340,"Tyler, TX",828,17,789,17,2020
46340,"Tyler, TX",912,41,891,41,2021
46340,"Tyler, TX",830,35,815,35,2022
46340,"Tyler, TX",753,13,728,13,2023
46340,"Tyler, TX",608,45,579,45,2024
46340,"Tyler, TX",543,10,518,10,2025
46520,"Urban Honolulu, HI",2977,1242,2977,1242,1990
46520,"Urban Honolulu, HI",4118,2749,4118,2749,1991
46520,"Urban Honolulu, HI",4588,2605,4588,2605,1992
46520,"Urban Honolulu, HI",3411,1374,3411,1374,1993
46520,"Urban Honolulu, HI",4612,2030,4612,2030,1994
46520,"Urban Honolulu, HI",4544,2314,4544,2314,1995
46520,"Urban Honolulu, HI",2000,841,2000,841,1996
46520,"Urban Honolulu, HI",2035,833,2035,833,1997
46520,"Urban Honolulu, HI",1601,293,1601,293,1998
46520,"Urban Honolulu, HI",1928,458,1928,458,1999
46520,"Urban Honolulu, HI",1969,233,1969,233,2000
46520,"Urban Honolulu, HI",1975,253,1975,253,2001
46520,"Urban Honolulu, HI",2673,630,2673,630,2002
46520,"Urban Honolulu, HI",3473,467,3473,467,2003
46520,"Urban Honolulu, HI",4084,2070,4084,2070,2004
46520,"Urban Honolulu, HI",3988,1749,3988,1749,2005
46520,"Urban Honolulu, HI",2606,879,2606,879,2006
46520,"Urban Honolulu, HI",2944,1644,1872,1158,2007
46520,"Urban Honolulu, HI",1438,635,853,265,2008
46520,"Urban Honolulu, HI",1036,146,1036,146,2009
46520,"Urban Honolulu, HI",1891,1002,1891,1002,2010
46520,"Urban Honolulu, HI",1724,981,1724,981,2011
46520,"Urban Honolulu, HI",1724,695,1724,695,2012
46520,"Urban Honolulu, HI",2641,1484,2641,1484,2013
46520,"Urban Honolulu, HI",1578,691,1578,691,2014
46520,"Urban Honolulu, HI",3833,2851,3833,2851,2015
46520,"Urban Honolulu, HI",1658,812,1658,812,2016
46520,"Urban Honolulu, HI",1968,940,1968,940,2017
46520,"Urban Honolulu, HI",2410,1427,2410,1427,2018
46520,"Urban Honolulu, HI",2279,1343,2279,1343,2019
46520,"Urban Honolulu, HI",1621,753,929,356,2020
46520,"Urban Honolulu, HI",1438,446,1438,446,2021
46520,"Urban Honolulu, HI",2526,1714,2526,1714,2022
46520,"Urban Honolulu, HI",1851,1041,746,306,2023
46520,"Urban Honolulu, HI",1638,793,0,0,2024
46520,"Urban Honolulu, HI",1446,717,145,96,2025
46540,"Utica-Rome, NY",942,178,814,178,1990
46540,"Utica-Rome, NY",729,40,647,40,1991
46540,"Utica-Rome, NY",673,46,644,46,1992
46540,"Utica-Rome, NY",714,138,643,122,1993
46540,"Utica-Rome, NY",689,187,518,110,1994
46540,"Utica-Rome, NY",479,42,355,0,1995
46540,"Utica-Rome, NY",422,56,351,56,1996
46540,"Utica-Rome, NY",367,38,245,8,1997
46540,"Utica-Rome, NY",365,0,276,0,1998
46540,"Utica-Rome, NY",435,6,363,6,1999
46540,"Utica-Rome, NY",405,24,320,24,2000
46540,"Utica-Rome, NY",419,0,300,0,2001
46540,"Utica-Rome, NY",478,0,340,0,2002
46540,"Utica-Rome, NY",481,8,481,8,2003
46540,"Utica-Rome, NY",512,0,335,0,2004
46540,"Utica-Rome, NY",596,28,451,28,2005
46540,"Utica-Rome, NY",638,55,370,32,2006
46540,"Utica-Rome, NY",480,43,282,0,2007
46540,"Utica-Rome, NY",343,16,269,16,2008
46540,"Utica-Rome, NY",414,82,334,82,2009
46540,"Utica-Rome, NY",314,22,227,22,2010
46540,"Utica-Rome, NY",254,0,215,0,2011
