cbsa_code,cbsa_title,year,n_indicators,score,bucket_Demand,bucket_Supply,bucket_Affordability,bucket_Momentum,bucket_Resilience,rank
41180,"St. Louis, MO-IL",2024,8,0.20854354608883813,-0.15000085624801063,0.22128160286401202,0.12054755977944305,0.09089909134126106,-0.07418385164786738,30
19780,"Des Moines-West Des Moines, IA",2024,8,0.20406407810629543,0.17173288926030733,-0.12164519901351672,0.15858819419296039,-0.01174809233010197,0.007136285996646396,31
27140,"Jackson, MS",2024,8,0.20236127645519908,-0.035458084419689506,0.23403360805744222,-0.055272011943872205,0.08124614030067723,-0.022188375539358648,32
30460,"Lexington-Fayette, KY",2024,8,0.20169975235691004,-0.0907208679220437,0.08943669753095157,0.06352974559828498,0.13629143401077495,0.0031627431389422353,33
14860,"Bridgeport-Stamford-Danbury, CT",2024,7,0.18694969766068245,-0.34526691311897595,0.23608393570616365,0.1606475538276968,0.11196340961603567,0.023521711629762274,34
37340,"Palm Bay-Melbourne-Titusville, FL",2024,8,0.18652003162965464,0.5183992548483355,-0.09715728807914395,-0.15585890764412796,-0.10044266823427062,0.02157964073886166,35
17900,"Columbia, SC",2024,8,0.18374283716838405,0.31446080922041286,-0.10727247576773843,-0.06104258237434165,0.06319858492299794,-0.02560149883294669,36
28140,"Kansas City, MO-KS",2024,8,0.17851090340488937,-0.03335628576028191,0.08912489475693185,0.07440823128741178,0.09126680523947563,-0.04293274211864798,37
19820,"Detroit-Warren-Dearborn, MI",2024,8,0.1778249748976216,-0.19281779832676316,0.2721928655103159,0.02276451476023071,0.06040387344498609,0.015281519508852068,38
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2024,8,0.16197994101509128,0.5582017397147184,-0.16200774344532598,-0.14978158687490345,-0.10391680148642071,0.019484333107022987,39
33700,"Modesto, CA",2024,8,0.140866811788838,0.0776539430875525,0.2427705212892963,-0.23141453627561306,0.035838348195987094,0.016018535491615162,40
37100,"Oxnard-Thousand Oaks-Ventura, CA",2024,8,0.13902786868300862,-0.03901428340426227,0.21901927891867612,-0.10293492272298588,0.036300172300551006,0.02565762359102965,41
16700,"Charleston-North Charleston, SC",2024,8,0.12349988414557184,0.4304976613576415,-0.3247975575133699,-0.042472735800966825,0.035581120360217794,0.024691395742049274,42
